UF;CO_MUNICIPIO;NO_MUNICIPIO;IFDM_2006;IFDM_2007;IFDM_2008;IFDM_2009;IFDM_2010;
SC;4215000;Rio Negrinho;0,676433475;0,724768515;0,74640537;0,773952689;0,8112841038;
SC;4215059;Rio Rufino;0,728187149;0,771943641;0,771440352;0,759068652;0,7877156066;
SC;4215075;Riqueza;0,73295228;0,766326523;0,733427404;0,730910733;0,7614885898;
SC;4215109;Rodeio;0,825286781;0,764972928;0,789889706;0,835452206;0,8292647059;
SC;4215208;Romelândia;0,766859106;0,870882353;0,81116789;0,829779168;0,8717286396;
SC;4215307;Salete;0,786017833;0,796629378;0,801247741;0,797957882;0,8400147059;
SC;4215356;Saltinho;0,749854287;0,753441337;0,743683192;0,741828808;0,7497241389;
SC;4215406;Salto Veloso;0,763279857;0,811250303;0,813481624;0,896764706;0,8967647059;
SC;4215455;Sangão;0,65757629;0,72077829;0,720207233;0,721228003;0,7444927575;
SC;4215505;Santa Cecília;0,698793812;0,728370592;0,73234177;0,712484931;0,7389717557;
SC;4215554;Santa Helena;0,748318698;0,830672511;0,787413603;0,814924257;0,8594363409;
SC;4215604;Santa Rosa de Lima;0,524632945;0,742884035;0,776769882;0,869264706;0,8692647059;
SC;4215653;Santa Rosa do Sul;0,695020829;0,756091982;0,732721463;0,757980031;0,7754418003;
SC;4215679;Santa Terezinha;0,6990272;0,71446735;0,71049641;0,780876623;0,8202495824;
SC;4215687;Santa Terezinha do Progresso;0,693455529;0,704418917;0,703076701;0,720715323;0,75083878;
SC;4215695;Santiago do Sul;0,498598039;0,672275047;0,794927329;0,665389706;0,7398808062;
SC;4215703;Santo Amaro da Imperatriz;0,775038761;0,762943951;0,764056373;0,810194684;0,8344296844;
SC;4215752;São Bernardino;0,651669962;0,704074681;0,7239258;0,756047904;0,7533128251;
SC;4215802;São Bento do Sul;0,773720127;0,818972137;0,833456178;0,861545464;0,8819117647;
SC;4215901;São Bonifácio;0,788028646;0,788307009;0,809722859;0,857676927;0,8820147059;
SC;4216008;São Carlos;0,816963722;0,862390802;0,836074734;0,859008683;0,8689602264;
SC;4216057;São Cristovão do Sul;0,669192015;0,661943532;0,683417509;0,656162837;0,7104999653;
SC;4216107;São Domingos;0,769341883;0,823025304;0,811772998;0,837913663;0,8599022265;
SC;4216206;São Francisco do Sul;0,754477796;0,786365628;0,775388946;0,778223747;0,7713869252;
SC;4216255;São João do Oeste;0,751683512;0,811706618;0,807232278;0,850569737;0,8917647059;
SC;4216305;São João Batista;0,780444164;0,824368442;0,788113607;0,770828295;0,7525256285;
SC;4216354;São João do Itaperiú;0,509559344;0,715911993;0,735826359;0,70335866;0,7207359396;
SC;4216404;São João do Sul;0,702400941;0,811062919;0,800372499;0,789874247;0,8132561095;
SC;4216503;São Joaquim;0,765972628;0,749281733;0,739027385;0,739690749;0,7262895154;
SC;4216602;São José;0,718001968;0,732089164;0,734940437;0,758101844;0,7688904728;
SC;4216701;São José do Cedro;0,8161431;0,833843216;0,819862799;0,85365957;0,9104328073;
SC;4216800;São José do Cerrito;0,689982839;0,707828258;0,720871315;0,760691069;0,7861281357;
SC;4216909;São Lourenço do Oeste;0,763950111;0,78874493;0,793855327;0,804824461;0,8596967274;
SC;4217006;São Ludgero;0,78067887;0,802703774;0,813806405;0,855181731;0,8555882353;
SC;4217105;São Martinho;0,77113217;0,795326331;0,759631087;0,853001388;0,8642647059;
SC;4217154;São Miguel da Boa Vista;0,770310599;0,75253268;0,768340372;0,83587347;0,8233272059;
SC;4217204;São Miguel do Oeste;0,786423369;0,830709008;0,824481939;0,833882809;0,8434602212;
SC;4217253;São Pedro de Alcântara;0,773436631;0,83350399;0,803212508;0,794582885;0,8562227005;
SC;4217303;Saudades;0,861591419;0,894362745;0,883104396;0,875853723;0,9575;
SC;4217402;Schroeder;0,726275548;0,750020188;0,758062288;0,798818389;0,7994711942;
SC;4217501;Seara;0,747901238;0,764512512;0,775695523;0,798831326;0,8332932891;
SC;4217550;Serra Alta;0,737358388;0,772133437;0,775395411;0,82064753;0,8114665407;
SC;4217600;Siderópolis;0,786971809;0,764787708;0,7804699;0,809101618;0,8335572091;
SC;4217709;Sombrio;0,773487866;0,796976597;0,811251536;0,846764706;0,8467647059;
SC;4217758;Sul Brasil;0,739285946;0,742103811;0,727140293;0,760534318;0,8051995875;
SC;4217808;Taió;0,814758718;0,826202206;0,834264706;0,839952206;0,8417957018;
SC;4217907;Tangará;0,814012917;0,79843235;0,817851096;0,839783395;0,8339700112;
SC;4217956;Tigrinhos;0,580731952;0,833091958;0,888676471;0,945703665;0,9585733643;
SC;4218004;Tijucas;0,720113776;0,74772564;0,772666994;0,784831606;0,7930599029;
SC;4218103;Timbé do Sul;0,775678854;0,814144573;0,829577597;0,835307707;0,8041503268;
SC;4218202;Timbó;0,831861672;0,891452303;0,892058824;0,912058824;0,9032352941;
SC;4218251;Timbó Grande;0,562608068;0,609266294;0,602521705;0,58373803;0,5967230392;
SC;4218301;Três Barras;0,632772163;0,684161472;0,68249658;0,71235633;0,7447627812;
SC;4218350;Treviso;0,763957688;0,753418841;0,747897925;0,778342254;0,7883301144;
SC;4218400;Treze de Maio;0,72472756;0,761930798;0,777879688;0,774568482;0,7925438387;
SC;4218509;Treze Tílias;0,774359488;0,840553503;0,825552445;0,868470422;0,8579694034;
SC;4218608;Trombudo Central;0,844585575;0,814264706;0,805489329;0,790452206;0,8020772059;
SC;4218707;Tubarão;0,809604623;0,813412319;0,835051465;0,848826718;0,8478782082;
SC;4218756;Tunápolis;0,771090567;0,831297416;0,816250777;0,848206424;0,8448045382;
SC;4218806;Turvo;0,80204356;0,843005975;0,85073139;0,861537176;0,8381181307;
SC;4218855;União do Oeste;0,654244381;0,701922857;0,766098039;0,800541077;0,8157767722;
SC;4218905;Urubici;0,749655327;0,75861188;0,760558148;0,747087447;0,7529032829;
SC;4218954;Urupema;0,824371201;0,796382144;0,761410293;0,744751964;0,7661569219;
SC;4219002;Urussanga;0,771053219;0,799313381;0,803432572;0,818207492;0,8339603916;
SC;4219101;Vargeão;0,761919633;0,862943951;0,84280886;0,815433427;0,8301146381;
SC;4219150;Vargem;0,704958904;0,727932219;0,718973245;0,736767026;0,8153799135;
SC;4219176;Vargem Bonita;0,705360856;0,725332518;0,885682787;0,78242555;0,8223947872;
SC;4219200;Vidal Ramos;0,797306634;0,825035539;0,85176365;0,828705037;0,8608437745;
SC;4219309;Videira;0,776469738;0,814985407;0,826007854;0,836442164;0,8475641639;
SC;4219358;Vitor Meireles;0,727311741;0,780170443;0,755243045;0,737555215;0,7678869637;
SC;4219408;Witmarsum;0,783788512;0,841114155;0,828753341;0,816761149;0,820323649;
SC;4219507;Xanxerê;0,768693589;0,791969407;0,808375102;0,83986309;0,8410487706;
SC;4219606;Xavantina;0,718848039;0,740020819;0,720289886;0,804169286;0,787433762;
SC;4219705;Xaxim;0,73833581;0,831954963;0,817061656;0,837710185;0,8497325618;
SC;4219853;Zortéa;0,742367109;0,803186308;0,821726095;0,816539604;0,8080281066;
SC;4220000;Balneário Rincão;;;;;;
SC;4299919;São Miguel;;;;;;
SE;2800100;Amparo de São Francisco;0,650040545;0,710471094;0,684884349;0,680173662;0,6088834844;
SE;2800209;Aquidabã;0,489057969;0,613076956;0,551250385;0,596422321;0,6046470866;
SE;2800308;Aracaju;0,646418869;0,67321954;0,685077999;0,672609606;0,6823157052;
SE;2800407;Arauá;0,600672863;0,6245458;0,646324697;0,633241664;0,7092326946;
SE;2800506;Areia Branca;0,564741652;0,570198994;0,580015386;0,5959493;0,6482260066;
SE;2800605;Barra dos Coqueiros;0,613177069;0,59186357;0,673704489;0,704895233;0,6603766128;
SE;2800670;Boquim;0,589904988;0,580250829;0,542175434;0,644306941;0,6988264908;
SE;2800704;Brejo Grande;0,553410991;0,558465912;0,617517558;0,605814533;0,6182814566;
SE;2801009;Campo do Brito;0,706770518;0,703797146;0,581025596;0,711190636;0,7367320003;
SE;2801108;Canhoba;0,651927266;0,673007;0,682709536;0,592740585;0,6116923641;
SE;2801207;Canindé de São Francisco;0,545220483;0,573517797;0,649182075;0,648709614;0,6667563184;
SE;2801306;Capela;0,652428786;0,646816222;0,678369751;0,656159759;0,6676333337;
SE;2801405;Carira;0,469045439;0,521378653;0,479305591;0,507001229;0,5886119556;
SE;2801504;Carmópolis;0,721782422;0,726312965;0,782809447;0,761130176;0,7708189861;
SE;2801603;Cedro de São João;0,660468693;0,662540029;0,669232635;0,700520125;0,7265775771;
SE;2801702;Cristinápolis;0,543070175;0,565536627;0,725332518;0,581162069;0,6377674991;
SE;2801900;Cumbe;0,676123156;0,701074437;0,450380118;0,672864057;0,7127624635;
SE;2802007;Divina Pastora;0,74232391;0,750779013;0,595597706;0,738291379;0,7224150227;
SE;2802106;Estância;0,644100155;0,659698792;0,744132602;0,677430361;0,7038178775;
SE;2802205;Feira Nova;0,570620789;0,563025712;0,694319185;0,501795241;0,5710267215;
SE;2802304;Frei Paulo;0,584543453;0,576701797;0,635763637;0,581046394;0,6042354449;
SE;2802403;Gararu;0,535911415;0,604300183;0,585956099;0,580144142;0,6248209225;
SE;2802502;General Maynard;0,62574817;0,690076797;0,596235842;0,627994662;0,6794551289;
SE;2802601;Gracho Cardoso;0,523176556;0,623152212;0,605003362;0,639939048;0,681321373;
SE;2802700;Ilha das Flores;0,571558814;0,585226293;0,57055025;0,61978687;0,6625874659;
SE;2802809;Indiaroba;0,541503909;0,557916995;0,720931545;0,572153961;0,6570510489;
SE;2802908;Itabaiana;0,627387504;0,658357128;0,720992131;0,69492457;0,6952705783;
SE;2803005;Itabaianinha;0,597334824;0,629899628;0,633173512;0,669105955;0,6839837213;
SE;2803104;Itabi;0,630753211;0,687008449;0,772712154;0,751704814;0,7758460864;
SE;2803203;Itaporanga d'Ajuda;0,615360523;0,615535355;0,620878691;0,618328646;0,6408814568;
SE;2803302;Japaratuba;0,689601211;0,704871001;0,687842523;0,698269521;0,7433852699;
SE;2803401;Japoatã;0,64195802;0,655259814;0,671380516;0,619580458;0,662878136;
SE;2803500;Lagarto;0,646978913;0,646638321;0,662237548;0,661323623;0,6983362588;
SE;2803609;Laranjeiras;0,579760591;0,608000109;0,677628289;0,666184788;0,64560086;
SE;2803708;Macambira;0,686748068;0,708908159;0,725258099;0,721583979;0,7736490814;
SE;2803807;Malhada dos Bois;0,663090954;0,673441197;0,662185949;0,697066097;0,6787809052;
SE;2803906;Malhador;0,611066277;0,609272306;0,634758441;0,63217283;0,6910394901;
SE;2804003;Maruim;0,661876415;0,669547624;0,688287333;0,6773915;0,7037080711;
SE;2804102;Moita Bonita;0,649907961;0,66642086;0,690751762;0,710613715;0,7458831384;
SE;2804201;Monte Alegre de Sergipe;0,543633487;0,571237175;0,561376808;0,556729597;0,5840342634;
SE;2804300;Muribeca;0,668803635;0,6866699;0,707000038;0,702507586;0,7353440733;
SE;2804409;Neópolis;0,647038566;0,675782796;0,710611763;0,684612349;0,7560076679;
SE;2804458;Nossa Senhora Aparecida;0,602772386;0,652366022;0,669524253;0,662930084;0,6915993447;
SE;2804508;Nossa Senhora da Glória;0,559815014;0,612078241;0,616074327;0,625028027;0,6560972013;
SE;2804607;Nossa Senhora das Dores;0,598717056;0,625143113;0,634909058;0,640202721;0,6580965807;
SE;2804706;Nossa Senhora de Lourdes;0,638243421;0,652121303;0,681712951;0,668056771;0,6541770634;
SE;2804805;Nossa Senhora do Socorro;0,563723691;0,578950193;0,60787747;0,633694825;0,6351776077;
SE;2804904;Pacatuba;0,638647974;0,644533067;0,61499551;0,587549194;0,6360267319;
SE;2805000;Pedra Mole;0,535158495;0,651138018;0,665202816;0,670301189;0,6981656075;
SE;2805109;Pedrinhas;0,572047528;0,58768401;0,632719425;0,643883104;0,7121667548;
SE;2805208;Pinhão;0,677858686;0,696206895;0,680104882;0,676409905;0,6753420292;
SE;2805307;Pirambu;0,643843822;0,668980703;0,686866888;0,673634195;0,673144662;
SE;2805406;Poço Redondo;0,481018308;0,536367943;0,533358768;0,480757762;0,5068617051;
SE;2805505;Poço Verde;0,604387133;0,628711952;0,634740903;0,676605663;0,7118649618;
SE;2805604;Porto da Folha;0,522175381;0,449217849;0,521516975;0,570323083;0,5866778139;
SE;2805703;Propriá;0,671898209;0,705083905;0,710562052;0,717720951;0,7191216707;
SE;2805802;Riachão do Dantas;0,552430664;0,575996567;0,623536105;0,627729555;0,6665375166;
SE;2805901;Riachuelo;0,642431568;0,653217494;0,680776665;0,682270199;0,6899510758;
SE;2806008;Ribeirópolis;0,649378953;0,735482496;0,740226542;0,718425017;0,7341449781;
SE;2806107;Rosário do Catete;0,739439134;0,708187777;0,716998343;0,734691051;0,7586688405;
SE;2806206;Salgado;0,613172944;0,63532624;0,618464608;0,626270101;0,6698241217;
SE;2806305;Santa Luzia do Itanhy;0,520691046;0,525862459;0,598907981;0,62833406;0,709424154;
SE;2806404;Santana do São Francisco;0,619048616;0,662639626;0,671966269;0,651221006;0,6849409163;
SE;2806503;Santa Rosa de Lima;0,608854466;0,631530578;0,68837123;0,684196487;0,6912135218;
SE;2806602;Santo Amaro das Brotas;0,621595524;0,63584267;0,660534146;0,685517374;0,7143890293;
SE;2806701;São Cristóvão;0,612680214;0,615526755;0,630107703;0,63297521;0,6528338241;
SE;2806800;São Domingos;0,608803548;0,586579681;0,611407127;0,612525442;0,6596959788;
SE;2806909;São Francisco;0,70713278;0,736044446;0,679784076;0,760826411;0,7542260555;
SE;2807006;São Miguel do Aleixo;0,632747065;0,683547796;0,684651462;0,681458483;0,6621806358;
SE;2807105;Simão Dias;0,579412044;0,618512084;0,635853732;0,645402647;0,6866005168;
SE;2807204;Siriri;0,688593082;0,694465466;0,692786725;0,685735221;0,6895974745;
SE;2807303;Telha;0,561663729;0,652433779;0,650138169;0,701390985;0,6767551676;
SE;2807402;Tobias Barreto;0,531424511;0,558753533;0,557596207;0,581221847;0,6165532451;
SE;2807501;Tomar do Geru;0,489680018;0,531952807;0,595682241;0,599760317;0,6272760912;
SE;2807600;Umbaúba;0,559114798;0,539958301;0,581524503;0,63800518;0,6543327542;
SP;3500105;Adamantina;0,890887802;0,900650574;0,927983061;0,933779762;0,9446176471;
SP;3500204;Adolfo;0,910172953;0,986449865;1;0,970013387;0,9924119241;
SP;3500303;Aguaí;0,858042894;0,831998423;0,843367757;0,837628102;0,8327249364;
SP;3500402;Águas da Prata;0,900158738;0,87441603;0,871160176;0,837658939;0,861371785;
SP;3500501;Águas de Lindóia;0,858457011;0,869565649;0,918000477;0,962664076;0,9675;
SP;3500550;Águas de Santa Bárbara;0,824176835;0,862979678;0,906937861;0,941515977;0,9686764706;
SP;3500600;Águas de São Pedro;0,918537025;0,923651762;0,937;0,958875;0,973125;
SP;3500709;Agudos;0,847409375;0,872429815;0,868960173;0,86889088;0,9211306562;
SP;3500758;Alambari;0,771513759;0,807253541;0,792823582;0,820594897;0,8403105159;
SP;3500808;Alfredo Marcondes;0,886719537;0,843029656;0,88120651;0,872222222;0,9373188406;
SP;3500907;Altair;0,84979522;0,857595669;0,868676471;0,834509804;0,8407113543;
SP;3501004;Altinópolis;0,886422177;0,858577721;0,85432887;0,888366865;0,9202499226;
SP;3501103;Alto Alegre;0,90931475;0,895067751;0,899677819;0,906190932;0,9075972763;
SP;3501152;Alumínio;0,868410935;0,873371386;0,927419872;0,880597368;0,9061023622;
SP;3501202;Álvares Florence;0,864281747;0,880497939;0,8634573;0,925892857;0,9653929188;
SP;3501301;Álvares Machado;0,809093646;0,834484154;0,854781145;0,872380952;0,9055580779;
SP;3501400;Álvaro de Carvalho;0,817566841;0,861168754;0,835357143;0,887238806;0,9081182796;
SP;3501509;Alvinlândia;0,897757584;0,848384116;0,8925;0,965;0,965;
SP;3501608;Americana;0,914701652;0,921858722;0,945944753;0,960645029;0,97;
SP;3501707;Américo Brasiliense;0,871679449;0,878462582;0,911855416;0,92290546;0,9458057648;
SP;3501806;Américo de Campos;0,928529449;0,955518981;0,901205793;0,882229167;0,8973285434;
SP;3501905;Amparo;0,882111869;0,875336145;0,912136422;0,930123304;0,9525;
SP;3502002;Analândia;0,86420049;0,825068524;0,860200638;0,885452405;0,8711934053;
SP;3502101;Andradina;0,874363535;0,831529389;0,896508587;0,896564792;0,9177721721;
SP;3502200;Angatuba;0,878135002;0,887243115;0,882060574;0,893229968;0,8917031775;
SP;3502309;Anhembi;0,853347558;0,886831332;0,858155051;0,905300435;0,9082223265;
SP;3502408;Anhumas;0,917613843;0,905006775;0,9275;0,907394419;0,9519635076;
SP;3502507;Aparecida;0,860703476;0,864417404;0,85441399;0,838548331;0,8768866795;
SP;3502606;Aparecida d'Oeste;0,848524559;0,874910546;0,923182731;0,885384615;0,9541763943;
SP;3502705;Apiaí;0,809223935;0,785836191;0,810066071;0,827925497;0,8709348865;
SP;3502754;Araçariguama;0,837723078;0,831090108;0,781532189;0,852742235;0,8443429972;
SP;3502804;Araçatuba;0,924319714;0,870503357;0,931528114;0,91564867;0,9525;
SP;3502903;Araçoiaba da Serra;0,885548025;0,892223007;0,861881746;0,891790429;0,9103451564;
SP;3503000;Aramina;0,834957403;0,933063499;0,89941921;0,883753993;0,9145151892;
SP;3503109;Arandu;0,835908257;0,793124787;0,824406481;0,846643731;0,8468557423;
SP;3503158;Arapeí;0,707025345;0,755652471;0,768488761;0,81960076;0,8409252862;
SP;3503208;Araraquara;0,944828377;0,949654472;0,9525;0,96;0,96;
SP;3503307;Araras;0,881600726;0,879899744;0,908568209;0,946317023;0,9557985225;
SP;3503356;Arco-Íris;0,849290506;0,864963059;0,887222222;0,875355624;0,9243548387;
SP;3503406;Arealva;0,841081099;0,879060583;0,908965897;0,90460114;0,8860625;
SP;3503505;Areias;0,788910943;0,802974495;0,803423611;0,773333333;0,8217647059;
SP;3503604;Areiópolis;0,794038525;0,803891671;0,81221355;0,844409339;0,8563568032;
SP;3503703;Ariranha;0,849671267;0,925658128;0,938277778;0,974764493;0,9689921913;
SP;3503802;Artur Nogueira;0,828147829;0,849382528;0,869190654;0,876058377;0,9119321851;
SP;3503901;Arujá;0,802470839;0,797600125;0,823050004;0,851155043;0,8953599063;
SP;3503950;Aspásia;0,919694617;0,944762873;0,9575;0,922480315;0,965;
SP;3504008;Assis;0,883501568;0,903907129;0,921045719;0,958456705;0,96;
SP;3504107;Atibaia;0,875995614;0,862985605;0,906526203;0,894642324;0,9285756608;
SP;3504206;Auriflama;0,843537561;0,866941616;0,914497831;0,926278066;0,9161063218;
SP;3504305;Avaí;0,875940619;0,823791482;0,852730461;0,798953311;0,8111059509;
SP;3504404;Avanhandava;0,833865149;0,868596158;0,858256705;0,873266272;0,9221871052;
SP;3504503;Avaré;0,843842527;0,831067544;0,838300286;0,866768425;0,9058998738;
SP;3504602;Bady Bassitt;0,909659857;0,873146073;0,922475345;0,901683056;0,9222873671;
SP;3504701;Balbinos;0,75;0,927130701;0,812708914;0,842666667;0,9314102564;
SP;3504800;Bálsamo;0,910586048;0,937559996;0,94;0,96602372;0,9739516635;
SP;3504909;Bananal;0,774041303;0,762222428;0,791940359;0,766590107;0,7821916398;
SP;3505005;Barão de Antonina;0,893897176;0,868882377;0,9325;0,927210234;0,8935462792;
SP;3505104;Barbosa;0,830856493;0,861707304;0,891704926;0,867569594;0,885435196;
SP;3505203;Bariri;0,916971919;0,852637284;0,857847247;0,892163238;0,931702225;
SP;3505302;Barra Bonita;0,912555088;0,87385959;0,93987283;0,960814198;0,9775;
SP;3505351;Barra do Chapéu;0,863314075;0,833524883;0,844334625;0,829647739;0,8637584345;
SP;3505401;Barra do Turvo;0,746152058;0,722313189;0,74052998;0,757565679;0,7859588048;
SP;3505500;Barretos;0,833997433;0,820420195;0,857386649;0,908342025;0,9175388422;
SP;3505609;Barrinha;0,793953574;0,864518348;0,905898142;0,898083195;0,9374121566;
SP;3505708;Barueri;0,839404681;0,866105453;0,81713577;0,920634128;0,9525;
SP;3505807;Bastos;0,827831858;0,837700462;0,894919638;0,881050725;0,9014487815;
SP;3505906;Batatais;0,867559552;0,846675209;0,489632732;0,89150247;0,9139148798;
SP;3506003;Bauru;0,874307903;0,873964116;0,666970223;0,911773739;0,940166078;
SP;3506102;Bebedouro;0,865266753;0,842339621;0,577016401;0,902549712;0,9468757803;
SP;3506201;Bento de Abreu;0,9325;0,892777778;0,543428203;0,94797619;0,9273113208;
SP;3506300;Bernardino de Campos;0,869038313;0,861352076;0,56126797;0,905047316;0,9405808081;
SP;3506359;Bertioga;0,816156726;0,816849449;0,767508191;0,832262522;0,8841455437;
SP;3506409;Bilac;0,988040875;0,905516338;0,701600816;0,926148305;0,961644017;
SP;3506508;Birigui;0,920992381;0,883490939;0,700926187;0,964255328;0,9807498619;
SP;3506607;Biritiba-Mirim;0,767003487;0,739059914;0,913995342;0,781237541;0,8387402787;
SP;3506706;Boa Esperança do Sul;0,834288673;0,803898053;0,702820874;0,854660697;0,8721553872;
SP;3506805;Bocaina;0,919403654;0,87434192;0,612238988;0,913831311;0,9402513856;
SP;3506904;Bofete;0,87877677;0,802842899;0,711124245;0,833221014;0,8345235274;
SP;3507001;Boituva;0,851458913;0,814810121;0,825437034;0,9101674;0,9200692747;
SP;3507100;Bom Jesus dos Perdões;0,850631302;0,86214498;0,695505119;0,913462502;0,9168090419;
SP;3507159;Bom Sucesso de Itararé;0,760576905;0,796914721;0,589178949;0,816271396;0,8815080987;
SP;3507209;Borá;0,612222222;0,823283004;0,559465273;0,884072645;0,9967213115;
SP;3507308;Boracéia;0,88;0,9425;0,821681521;0,955;0,955;
SP;3507407;Borborema;0,878490491;0,834192975;0,484628142;0,879672919;0,8587801932;
SP;3507456;Borebi;0,862774335;0,863907743;0,83718624;0,883513869;0,8735463694;
SP;3507506;Botucatu;0,871130409;0,873137905;0,807701222;0,895812409;0,9375;
SP;3507605;Bragança Paulista;0,86466263;0,844234333;0,597411193;0,886401792;0,9088214722;
SP;3507704;Braúna;0,886532533;0,791314925;0,725194946;0,873347184;0,8892823324;
SP;3507753;Brejo Alegre;0,9119785;0,887760058;0,608972731;0,924818841;0,9625;
SP;3507803;Brodowski;0,879038155;0,93119089;0,746762162;0,929826919;0,9409810127;
SP;3507902;Brotas;0,830235531;0,866074913;0,936679146;0,894524291;0,9233095238;
SP;3508009;Buri;0,767055394;0,806683972;0,561503934;0,834611058;0,8612080767;
SP;3508108;Buritama;0,844868717;0,878646922;0,832743998;0,910943256;0,9173275862;
SP;3508207;Buritizal;0,852414522;0,915158179;0,556441764;0,879286227;0,8851287263;
SP;3508306;Cabrália Paulista;0,807849715;0,822737226;0,750537506;0,862554698;0,8964656694;
SP;3508405;Cabreúva;0,83470285;0,810033427;0,838911917;0,877137487;0,8915539533;
SP;3508504;Caçapava;0,820359281;0,797382815;0,709103794;0,859459147;0,882565844;
SP;3508603;Cachoeira Paulista;0,841915775;0,849807395;0,566100833;0,816416141;0,8413941874;
SP;3508702;Caconde;0,844458593;0,833452054;0,67573517;0,815654008;0,8669750971;
SP;3508801;Cafelândia;0,858391174;0,812410956;0,827497454;0,805148766;0,8251805356;
SP;3508900;Caiabu;0,86212249;0,873642059;0,769023707;0,864346917;0,8828571429;
SP;3509007;Caieiras;0,829980559;0,828616419;0,727966475;0,890130335;0,926510707;
SP;3509106;Caiuá;0,835703141;0,854655172;0,549167473;0,846613813;0,8648484848;
SP;3509205;Cajamar;0,848323468;0,86139901;0,866331615;0,890044859;0,9196736292;
SP;3509254;Cajati;0,784211278;0,804772735;0,459513999;0,82397219;0,8444410236;
SP;3509304;Cajobi;0,886423291;0,860845587;0,696402423;0,913984018;0,9397508852;
SP;3509403;Cajuru;0,878122242;0,887065596;0,682337118;0,916795643;0,9370027435;
SP;3509452;Campina do Monte Alegre;0,773594167;0,833701123;0,785794355;0,840157581;0,8737932227;
SP;3509502;Campinas;0,859113116;0,839094311;0,521019762;0,888783895;0,9135672215;
SP;3509601;Campo Limpo Paulista;0,809083486;0,802555772;0,683548173;0,841269216;0,8918680264;
SP;3509700;Campos do Jordão;0,833699782;0,869678364;0,713245683;0,918321712;0,9418089431;
SP;3509809;Campos Novos Paulista;0,895654008;0,902995584;0,770371567;0,866824619;0,8827790347;
SP;3509908;Cananéia;0,782003022;0,784713763;0,524435798;0,814173616;0,8432505282;
SP;3509957;Canas;0,785362044;0,755925431;0,532482295;0,730777596;0,7412522687;
SP;3510005;Cândido Mota;0,888175628;0,87131213;0,550959751;0,918168359;0,9532894737;
SP;3510104;Cândido Rodrigues;0,93857449;0,893992002;0,905990566;0,991176471;0,9911764706;
SP;3510153;Canitar;0,827765223;0,908385074;0,62530515;0,836685442;0,8649269006;
SP;3510203;Capão Bonito;0,813541315;0,847983436;0,678069008;0,867825265;0,9098035363;
SP;3510302;Capela do Alto;0,797978557;0,763760163;0,602473437;0,834848337;0,8627242744;
SP;3510401;Capivari;0,832288218;0,856755753;0,84280002;0,91548291;0,9190618493;
SP;3510500;Caraguatatuba;0,878028778;0,886755882;0,586321626;0,946408411;0,95;
SP;3510609;Carapicuíba;0,782265944;0,766693676;0,754410016;0,811752462;0,843116583;
SP;3510708;Cardoso;0,894379217;0,8543034;0,46091489;0,915058043;0,9235586636;
SP;3510807;Casa Branca;0,916314565;0,892947155;0,626420669;0,92308474;0,9375;
SP;3510906;Cássia dos Coqueiros;0,846974071;0,869835513;0,790939459;0,917857143;0,975;
SP;3511003;Castilho;0,879955209;0,902200636;0,689580168;0,894017486;0,8810185185;
SP;3511102;Catanduva;0,826708159;0,83761115;0,801389982;0,94343813;0,9491389143;
SP;3511201;Catiguá;0,825421325;0,828904884;0,59452208;0,855847832;0,8348815066;
SP;3511300;Cedral;0,950071886;0,840223323;0,58930049;0,892366101;0,9374748924;
SP;3511409;Cerqueira César;0,843288236;0,842461241;0,901297251;0,85820456;0,8536443988;
SP;3511508;Cerquilho;0,914096917;0,90856903;0,859731303;0,954778594;0,985;
SP;3511607;Cesário Lange;0,823318657;0,832405149;0,635533944;0,845196477;0,8591173708;
SP;3511706;Charqueada;0,829063938;0,850314377;0,826307367;0,861619452;0,8819825708;
SP;3511904;Clementina;0,92433455;0,934728997;0,777165779;0,933606272;0,9224686717;
SP;3512001;Colina;0,843426852;0,863869611;0,72624048;0,911198092;0,9361682123;
SP;3512100;Colômbia;0,82009854;0,817557143;0,504628981;0,8760578;0,9348355025;
SP;3512209;Conchal;0,860703398;0,91704987;0,763187035;0,901942692;0,9323583372;
SP;3512308;Conchas;0,855792955;0,856863135;0,955;0,873493716;0,8936396496;
SP;3512407;Cordeirópolis;0,854596711;0,866572063;0,796315933;0,964255189;0,975;
SP;3512506;Coroados;0,877689041;0,860586788;0,628471452;0,853549383;0,9291666667;
SP;3512605;Coronel Macedo;0,838117374;0,807259994;0,648441171;0,857610063;0,8946474359;
SP;3512704;Corumbataí;0,822193536;0,89664312;0,775638883;0,91253876;0,9575;
SP;3512803;Cosmópolis;0,853169432;0,884801507;0,644083884;0,867969221;0,8831771191;
SP;3512902;Cosmorama;0,878397336;0,916132016;0,8956693;0,912767261;0,9234255079;
SP;3513009;Cotia;0,803682198;0,788579072;0,526756436;0,847346147;0,8586824624;
SP;3513108;Cravinhos;0,844041317;0,81329665;0,687021418;0,87278703;0,9002955714;
SP;3513207;Cristais Paulista;0,834624848;0,850060657;0,79196302;0,884362468;0,9078641457;
SP;3513306;Cruzália;0,901189488;0,895188138;0,691504064;0,882058824;0,9227934272;
SP;3513405;Cruzeiro;0,821449007;0,801100378;0,788596526;0,837058945;0,8648633589;
SP;3513504;Cubatão;0,807951;0,807137381;0,677109566;0,853907944;0,875744309;
SP;3513603;Cunha;0,73824613;0,74286151;0,744105369;0,803397495;0,8285050117;
SP;3513702;Descalvado;0,892149782;0,866170372;0,685036142;0,895623916;0,9252188082;
